image_name,x,y,z,heading_rad,label
000887.png,-0.3116,0.9116,0.0031,-2.1658,crossroad
000888.png,-0.3129,0.9098,0.0031,-2.199,crossroad
000889.png,-0.3147,0.9075,0.0031,-2.29,crossroad
000890.png,-0.317,0.9051,0.0031,-2.4488,crossroad
000891.png,-0.319,0.9037,0.0031,-2.683,crossroad
000892.png,-0.3208,0.9031,0.0031,-2.9769,crossroad
000893.png,-0.3222,0.903,0.0031,2.9726,crossroad
000894.png,-0.3228,0.9032,0.0031,2.6231,crossroad
000895.png,-0.3227,0.903,0.0031,2.2712,crossroad
000896.png,-0.322,0.902,0.0031,1.9264,crossroad
000897.png,-0.3218,0.9009,0.0031,1.5935,crossroad
000898.png,-0.3223,0.8974,0.0031,1.2766,crossroad
000899.png,-0.3242,0.8928,0.0031,1.0304,crossroad
000900.png,-0.3244,0.8924,0.0031,1.0265,crossroad
000901.png,-0.3246,0.892,0.0031,1.0227,crossroad
000902.png,-0.3248,0.8917,0.0031,1.0188,crossroad
000903.png,-0.3251,0.8913,0.0031,1.015,crossroad
000904.png,-0.3253,0.891,0.0031,1.0111,crossroad
000905.png,-0.3255,0.8906,0.0031,1.0073,crossroad
000906.png,-0.3258,0.8902,0.0031,1.0027,crossroad
000907.png,-0.326,0.8898,0.0031,0.9988,crossroad
000908.png,-0.3262,0.8895,0.0031,0.995,crossroad
000909.png,-0.3265,0.8891,0.0031,0.9911,crossroad
000910.png,-0.3267,0.8888,0.0031,0.9873,crossroad
000911.png,-0.3269,0.8884,0.0031,0.9834,crossroad
000912.png,-0.3271,0.8881,0.0031,0.9796,crossroad
000913.png,-0.3273,0.8878,0.0031,0.9078,crossroad
000914.png,-0.3255,0.8898,0.0031,0.7786,crossroad
000915.png,-0.325,0.8904,0.0031,0.7336,crossroad
000916.png,-0.3247,0.8906,0.0031,0.7135,crossroad
000917.png,-0.3245,0.8908,0.0031,0.6934,crossroad
000918.png,-0.3243,0.891,0.0031,0.6732,crossroad
000919.png,-0.3239,0.8912,0.0031,0.6526,crossroad
000920.png,-0.323,0.8919,0.0031,0.615,crossroad
000921.png,-0.3217,0.8928,0.0031,0.5337,crossroad
000922.png,-0.3204,0.8935,0.0031,0.3876,crossroad
000923.png,-0.321,0.8932,0.0031,0.3758,crossroad
000924.png,-0.322,0.8928,0.0031,0.3585,crossroad
000925.png,-0.3228,0.8925,0.0031,0.3441,crossroad
000926.png,-0.3205,0.8934,0.0031,0.3391,crossroad
000927.png,-0.3101,0.897,0.0031,0.3408,crossroad
000928.png,-0.2891,0.9045,0.0031,0.3365,crossroad
000929.png,0.3031,-0.3104,0.0031,-1.3302,crossroad
000930.png,0.8951,-0.3282,0.0031,0.2694,crossroad
000931.png,0.9045,-0.3256,0.0031,0.2694,crossroad
000932.png,0.9061,-0.3252,0.0031,0.2696,crossroad
000933.png,0.9065,-0.3251,0.0031,0.2697,crossroad
000934.png,0.9065,-0.3251,0.0031,0.2697,crossroad
000935.png,0.9065,-0.3251,0.0031,0.2697,crossroad
000936.png,0.9052,-0.3254,0.0031,0.2691,crossroad
000937.png,0.8998,-0.3269,0.0031,0.2684,crossroad
000938.png,0.8989,-0.3272,0.0031,0.267,crossroad
000939.png,0.898,-0.3274,0.0031,0.2655,crossroad
000940.png,0.8976,-0.3275,0.0031,0.265,crossroad
000941.png,0.8976,-0.3275,0.0031,0.265,crossroad
000942.png,0.8976,-0.3275,0.0031,0.265,crossroad
000943.png,0.8976,-0.3275,0.0031,0.2649,crossroad
000944.png,0.8975,-0.3276,0.0031,0.2621,crossroad
000945.png,0.8979,-0.3275,0.0031,0.2354,crossroad
000946.png,0.8987,-0.3273,0.0031,0.1504,crossroad
000947.png,0.9005,-0.3271,0.0031,-0.0057,crossroad
000948.png,0.9021,-0.3273,0.0031,-0.2395,crossroad
000949.png,0.9021,-0.3273,0.0031,-0.2579,crossroad
000950.png,0.902,-0.3273,0.0031,-0.2798,crossroad
000951.png,0.9019,-0.3272,0.0031,-0.3018,crossroad
000952.png,0.9018,-0.3272,0.0031,-0.3238,crossroad
000953.png,0.9017,-0.3272,0.0031,-0.3501,crossroad
000954.png,0.9017,-0.3271,0.0031,-0.3721,crossroad
000955.png,0.9016,-0.3271,0.0031,-0.3941,crossroad
000956.png,0.9015,-0.3271,0.0031,-0.416,crossroad
000957.png,0.902,-0.3273,0.0031,-0.4479,crossroad
000958.png,0.9037,-0.3282,0.0031,-0.5214,crossroad
000959.png,0.9054,-0.3293,0.0031,-0.6651,crossroad
000960.png,0.9163,-0.3127,0.0031,-1.9038,crossroad
000961.png,0.9221,-0.2849,0.0031,-2.0849,crossroad
000962.png,0.9186,-0.2911,0.0031,-2.119,crossroad
000963.png,0.917,-0.2935,0.0031,-2.1338,crossroad
000964.png,0.9158,-0.2955,0.0031,-2.1456,crossroad
000965.png,0.9158,-0.2955,0.0031,-2.1456,crossroad
000966.png,0.9158,-0.2955,0.0031,-2.1456,crossroad
000967.png,0.9158,-0.2955,0.0031,-2.1456,crossroad
000968.png,0.9154,-0.2961,0.0031,-2.1526,crossroad
000969.png,0.9145,-0.2975,0.0031,-2.1918,crossroad
000970.png,0.9136,-0.2986,0.0031,-2.2926,crossroad
000971.png,0.9126,-0.2996,0.0031,-2.4269,crossroad
000972.png,0.9122,-0.2999,0.0031,-2.4477,crossroad
000973.png,0.912,-0.3001,0.0031,-2.4602,crossroad
000974.png,0.912,-0.3001,0.0031,-2.4602,crossroad
000975.png,0.912,-0.3001,0.0031,-2.4602,crossroad
000976.png,0.912,-0.3001,0.0031,-2.4602,crossroad
000977.png,0.912,-0.3001,0.0031,-2.4602,crossroad
000978.png,0.912,-0.3001,0.0031,-2.4602,crossroad
000979.png,0.912,-0.3001,0.0031,-2.4602,crossroad
000980.png,0.912,-0.3001,0.0031,-2.4605,crossroad
000981.png,0.9117,-0.3004,0.0031,-2.4752,crossroad
000982.png,0.9104,-0.3014,0.0031,-2.5378,crossroad
000983.png,0.9078,-0.303,0.0031,-2.6655,crossroad
000984.png,0.9034,-0.3048,0.0031,-2.9145,crossroad
000985.png,0.8998,-0.3052,0.0031,3.0885,crossroad
000986.png,0.8967,-0.3047,0.0031,2.764,crossroad
000987.png,0.8945,-0.3034,0.0031,2.4173,crossroad
000988.png,0.8929,-0.3016,0.0031,2.068,crossroad
000989.png,0.8924,-0.3002,0.0031,1.7247,crossroad
000990.png,0.8924,-0.2997,0.0031,1.3889,crossroad
000991.png,0.8926,-0.2989,0.0031,1.0636,crossroad
000992.png,0.8926,-0.299,0.0031,0.9951,crossroad
000993.png,0.8924,-0.2993,0.0031,0.9893,crossroad
000994.png,0.8921,-0.2997,0.0031,0.9813,crossroad
000995.png,0.8919,-0.2999,0.0031,0.9756,crossroad
000996.png,0.8917,-0.3002,0.0031,0.9698,crossroad
000997.png,0.8915,-0.3005,0.0031,0.9641,crossroad
000998.png,0.8913,-0.3008,0.0031,0.9584,crossroad
000999.png,0.89,-0.3027,0.0031,0.9546,crossroad
001000.png,0.8853,-0.3093,0.0031,0.9547,crossroad
001001.png,0.8785,-0.3182,0.0031,0.9704,crossroad
001002.png,0.8938,-0.296,0.0031,0.9735,crossroad
001003.png,0.8956,-0.2932,0.0031,0.9767,crossroad
001004.png,0.8975,-0.2904,0.0031,0.9799,crossroad
001005.png,0.8994,-0.2877,0.0031,0.983,crossroad
001006.png,0.9016,-0.2843,0.0031,0.9868,crossroad
001007.png,0.9028,-0.2824,0.0031,0.9908,crossroad
001008.png,0.9015,-0.2844,0.0031,0.998,crossroad
001009.png,0.9001,-0.2866,0.0031,1.0016,crossroad
001010.png,0.9,-0.2869,0.0031,1.0017,crossroad
001011.png,0.8997,-0.2873,0.0031,1.0025,crossroad
001012.png,0.8996,-0.2874,0.0031,1.029,crossroad
001013.png,0.8999,-0.2869,0.0031,1.1116,crossroad
001014.png,0.9003,-0.286,0.0031,1.2605,crossroad
001015.png,0.9006,-0.2847,0.0031,1.485,crossroad
001016.png,0.9005,-0.2831,0.0031,1.772,crossroad
001017.png,0.8997,-0.2809,0.0031,2.1633,crossroad
001018.png,0.8989,-0.28,0.0031,2.5037,crossroad
001019.png,0.8981,-0.2795,0.0031,2.7783,crossroad
001020.png,0.8984,-0.2796,0.0031,2.787,crossroad
001021.png,0.8987,-0.2797,0.0031,2.7957,crossroad
001022.png,0.899,-0.2798,0.0031,2.8044,crossroad
001023.png,0.8993,-0.2799,0.0031,2.8131,crossroad
001024.png,0.8996,-0.28,0.0031,2.8218,crossroad
001025.png,0.8998,-0.2801,0.0031,2.8318,crossroad
001026.png,0.8989,-0.2798,0.0031,2.8694,crossroad
001027.png,0.8967,-0.2793,0.0031,2.9904,crossroad
001028.png,0.895,-0.2792,0.0031,-3.1136,crossroad
001029.png,0.8937,-0.2793,0.0031,-2.9153,crossroad
001030.png,0.8934,-0.2794,0.0031,-2.8979,crossroad
001031.png,0.893,-0.2794,0.0031,-2.8802,crossroad
001032.png,0.8927,-0.2795,0.0031,-2.8624,crossroad
001033.png,0.891,-0.28,0.0031,-2.8512,crossroad
001034.png,0.8845,-0.282,0.0031,-2.849,crossroad
001035.png,0.3095,-0.8747,0.0031,-1.4256,crossroad
001036.png,0.313,-0.8985,0.0031,-1.4208,crossroad
001037.png,0.3154,-1.4745,0.0031,-1.1483,t_junction
001038.png,0.3156,-1.4749,0.0031,-1.2132,t_junction
001039.png,0.3155,-1.4747,0.0031,-1.2383,t_junction
001040.png,0.3155,-1.4746,0.0031,-1.2593,t_junction
001041.png,0.3154,-1.4745,0.0031,-1.2802,t_junction
001042.png,0.3154,-1.4743,0.0031,-1.3011,t_junction
001043.png,0.3154,-1.4744,0.0031,-1.3277,t_junction
001044.png,0.316,-1.4768,0.0031,-1.3502,t_junction
001045.png,0.3168,-1.4811,0.0031,-1.4237,t_junction
001046.png,0.3173,-1.4854,0.0031,-1.5643,t_junction
001047.png,0.317,-1.4891,0.0031,-1.78,t_junction
001048.png,0.3162,-1.4916,0.0031,-2.0641,t_junction
001049.png,0.3156,-1.4926,0.0031,-2.2566,t_junction
001050.png,0.3158,-1.4924,0.0031,-2.2695,t_junction
001051.png,0.3159,-1.4922,0.0031,-2.2824,t_junction
001052.png,0.3162,-1.4919,0.0031,-2.298,t_junction
001053.png,0.3163,-1.4917,0.0031,-2.3109,t_junction
001054.png,0.3165,-1.4915,0.0031,-2.3239,t_junction
001055.png,0.3167,-1.4913,0.0031,-2.3368,t_junction
001056.png,0.3169,-1.4911,0.0031,-2.3497,t_junction
001057.png,0.3167,-1.4914,0.0031,-2.369,t_junction
001058.png,0.3151,-1.4928,0.0031,-2.4231,t_junction
001059.png,0.3132,-1.4943,0.0031,-2.5333,t_junction
001060.png,0.3118,-1.4952,0.0031,-2.7032,t_junction
001061.png,0.3105,-1.4957,0.0031,-2.9231,t_junction
001062.png,0.3089,-1.4958,0.0031,3.061,t_junction
001063.png,0.3075,-1.4956,0.0031,2.7996,t_junction
001064.png,0.3066,-1.4952,0.0031,2.5349,t_junction
001065.png,0.3062,-1.4948,0.0031,2.2711,t_junction
001066.png,0.306,-1.4945,0.0031,2.0122,t_junction
001067.png,0.3058,-1.4941,0.0031,1.7442,t_junction
001068.png,0.3059,-1.4945,0.0031,1.4561,t_junction
001069.png,0.3057,-1.4953,0.0031,1.1559,t_junction
001070.png,0.3052,-1.496,0.0031,0.8493,t_junction
001071.png,0.3046,-1.4965,0.0031,0.5412,t_junction
001072.png,0.3046,-1.4965,0.0031,0.5349,t_junction
001073.png,0.3046,-1.4965,0.0031,0.5296,t_junction
001074.png,0.3047,-1.4965,0.0031,0.5244,t_junction
001075.png,0.3047,-1.4965,0.0031,0.5191,t_junction
001076.png,0.3047,-1.4965,0.0031,0.5138,t_junction
001077.png,0.3047,-1.4965,0.0031,0.5086,t_junction
001078.png,0.3044,-1.4967,0.0031,0.5049,t_junction
001079.png,0.3018,-1.4981,0.0031,0.509,t_junction
001080.png,0.2947,-1.5021,0.0031,0.5194,t_junction
001081.png,0.2857,-1.5073,0.0031,0.5309,t_junction
001082.png,0.2852,-1.5076,0.0031,0.5299,t_junction
001083.png,0.2848,-1.5079,0.0031,0.5291,t_junction
001084.png,0.2847,-1.5079,0.0031,0.5293,t_junction
001085.png,0.288,-1.506,0.0031,0.5324,t_junction
001086.png,0.2957,-1.5014,0.0031,0.5401,t_junction
001087.png,0.3078,-1.4941,0.0031,0.5459,t_junction
001088.png,0.3226,-1.4851,0.0031,0.55,t_junction
001089.png,-0.2951,-0.8789,0.0031,0.9209,crossroad
001090.png,-0.2963,-0.8804,0.0031,0.9205,crossroad
001091.png,-0.2974,-0.8819,0.0031,0.9201,crossroad
001092.png,-0.2985,-0.8834,0.0031,0.9197,crossroad
001093.png,-0.2996,-0.8848,0.0031,0.9192,crossroad
001094.png,-0.301,-0.8866,0.0031,0.9187,crossroad
001095.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001096.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001097.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001098.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001099.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001100.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001101.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001102.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001103.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001104.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001105.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001106.png,-0.3017,-0.8875,0.0031,0.9185,crossroad
001107.png,-0.3016,-0.8874,0.0031,0.9136,crossroad
001108.png,-0.3007,-0.8863,0.0031,0.8733,crossroad
001109.png,-0.2995,-0.8849,0.0031,0.7753,crossroad
001110.png,-0.2981,-0.8837,0.0031,0.6095,crossroad
001111.png,-0.2969,-0.883,0.0031,0.3712,crossroad
001112.png,-0.2966,-0.8829,0.0031,0.0763,crossroad
001113.png,-0.2972,-0.8828,0.0031,-0.3197,crossroad
001114.png,-0.2976,-0.8826,0.0031,-0.6626,crossroad
001115.png,-0.2978,-0.8825,0.0031,-1.0028,crossroad
001116.png,-0.2978,-0.8825,0.0031,-1.3358,crossroad
001117.png,-0.2978,-0.8823,0.0031,-1.6587,crossroad
001118.png,-0.2977,-0.8821,0.0031,-1.9725,crossroad
001119.png,-0.2978,-0.8822,0.0031,-2.2774,crossroad
001120.png,-0.2978,-0.8822,0.0031,-2.5739,crossroad
001121.png,-0.2983,-0.8825,0.0031,-2.8706,crossroad
001122.png,-0.2988,-0.8825,0.0031,3.1112,crossroad
001123.png,-0.2988,-0.8826,0.0031,2.6912,crossroad
001124.png,-0.2981,-0.8831,0.0031,2.3924,crossroad
001125.png,-0.298,-0.8831,0.0031,2.0948,crossroad
001126.png,-0.2983,-0.8824,0.0031,1.7976,crossroad
001127.png,-0.2983,-0.8822,0.0031,1.5024,crossroad
001128.png,-0.2984,-0.8826,0.0031,1.2054,crossroad
001129.png,-0.2988,-0.8832,0.0031,0.9065,crossroad
001130.png,-0.2996,-0.884,0.0031,0.6072,crossroad
001131.png,-0.3001,-0.8843,0.0031,0.3088,crossroad
001132.png,-0.3002,-0.8844,0.0031,0.0119,crossroad
001133.png,-0.3005,-0.8843,0.0031,-0.3438,crossroad
001134.png,-0.3015,-0.8838,0.0031,-0.6399,crossroad
001135.png,-0.302,-0.8833,0.0031,-0.932,crossroad
001136.png,-0.3022,-0.8831,0.0031,-1.2233,crossroad
001137.png,-0.3023,-0.8827,0.0031,-1.5154,crossroad
001138.png,-0.3023,-0.8826,0.0031,-1.81,crossroad
001139.png,-0.3022,-0.8824,0.0031,-2.1032,crossroad
001140.png,-0.3023,-0.8826,0.0031,-2.3925,crossroad
001141.png,-0.3029,-0.883,0.0031,-2.6848,crossroad
001142.png,-0.3037,-0.8833,0.0031,-2.9799,crossroad
001143.png,-0.3052,-0.8833,0.0031,2.9484,crossroad
001144.png,-0.3066,-0.8828,0.0031,2.6504,crossroad
001145.png,-0.3072,-0.8825,0.0031,2.3507,crossroad
001146.png,-0.3072,-0.8824,0.0031,2.0522,crossroad
001147.png,-0.3071,-0.8827,0.0031,1.7567,crossroad
001148.png,-0.3071,-0.883,0.0031,1.4632,crossroad
001149.png,-0.3071,-0.8831,0.0031,1.171,crossroad
001150.png,-0.3075,-0.8837,0.0031,0.8748,crossroad
001151.png,-0.3082,-0.8844,0.0031,0.5775,crossroad
001152.png,-0.3091,-0.8848,0.0031,0.2791,crossroad
001153.png,-0.3103,-0.885,0.0031,-0.08,crossroad
001154.png,-0.3108,-0.8849,0.0031,-0.3766,crossroad
001155.png,-0.3115,-0.8845,0.0031,-0.6725,crossroad
001156.png,-0.3121,-0.884,0.0031,-0.9688,crossroad
001157.png,-0.3124,-0.8834,0.0031,-1.2669,crossroad
001158.png,-0.3125,-0.8826,0.0031,-1.5636,crossroad
001159.png,-0.3124,-0.8818,0.0031,-1.8582,crossroad
001160.png,-0.3122,-0.8813,0.0031,-2.1524,crossroad
001161.png,-0.3115,-0.8805,0.0031,-2.4464,crossroad
001162.png,-0.3108,-0.88,0.0031,-2.7393,crossroad
001163.png,-0.3095,-0.8797,0.0031,-3.0923,crossroad
001164.png,-0.3092,-0.8797,0.0031,2.8962,crossroad
001165.png,-0.3094,-0.8797,0.0031,2.5972,crossroad
001166.png,-0.3097,-0.8794,0.0031,2.2989,crossroad
001167.png,-0.3101,-0.8787,0.0031,2.0049,crossroad
001168.png,-0.3101,-0.8789,0.0031,1.9417,crossroad
001169.png,-0.3099,-0.8793,0.0031,1.9356,crossroad
001170.png,-0.3098,-0.8797,0.0031,1.9295,crossroad
001171.png,-0.3096,-0.8801,0.0031,1.9234,crossroad
001172.png,-0.3095,-0.8805,0.0031,1.9172,crossroad
001173.png,-0.3093,-0.8809,0.0031,1.9111,crossroad
001174.png,-0.3092,-0.8813,0.0031,1.905,crossroad
001175.png,-0.3091,-0.8817,0.0031,1.8989,crossroad
001176.png,-0.3089,-0.8821,0.0031,1.8928,crossroad
001177.png,-0.3088,-0.8825,0.0031,1.8867,crossroad
001178.png,-0.3087,-0.8829,0.0031,1.8806,crossroad
001179.png,-0.3085,-0.8833,0.0031,1.8745,crossroad
001180.png,-0.3084,-0.8837,0.0031,1.8684,crossroad
001181.png,-0.3083,-0.8841,0.0031,1.8623,crossroad
001182.png,-0.3082,-0.8845,0.0031,1.8562,crossroad
001183.png,-0.308,-0.885,0.0031,1.8489,crossroad
001184.png,-0.3079,-0.8854,0.0031,1.8428,crossroad
001185.png,-0.3078,-0.8858,0.0031,1.8366,crossroad
001186.png,-0.3077,-0.8862,0.0031,1.8305,crossroad
001187.png,-0.3076,-0.8866,0.0031,1.8244,crossroad
001188.png,-0.3075,-0.887,0.0031,1.8183,crossroad
001189.png,-0.3074,-0.8874,0.0031,1.8122,crossroad
001190.png,-0.3073,-0.8878,0.0031,1.8061,crossroad
001191.png,-0.3072,-0.8882,0.0031,1.8,crossroad
001192.png,-0.3071,-0.8887,0.0031,1.7939,crossroad
001193.png,-0.307,-0.8891,0.0031,1.7866,crossroad
001194.png,-0.3069,-0.8896,0.0031,1.7805,crossroad
001195.png,-0.3068,-0.89,0.0031,1.7744,crossroad
001196.png,-0.3067,-0.8904,0.0031,1.7683,crossroad
001197.png,-0.3066,-0.8908,0.0031,1.7622,crossroad
001198.png,-0.3066,-0.8912,0.0031,1.7561,crossroad
001199.png,-0.3065,-0.8916,0.0031,1.75,crossroad
001200.png,-0.3064,-0.892,0.0031,1.7438,crossroad
001201.png,-0.3063,-0.8925,0.0031,1.7377,crossroad
001202.png,-0.3063,-0.8929,0.0031,1.7316,crossroad
001203.png,-0.3062,-0.8934,0.0031,1.7243,crossroad
001204.png,-0.3061,-0.8938,0.0031,1.7182,crossroad
001205.png,-0.3061,-0.8942,0.0031,1.7121,crossroad
001206.png,-0.306,-0.8946,0.0031,1.706,crossroad
001207.png,-0.3059,-0.8951,0.0031,1.6999,crossroad
001208.png,-0.3059,-0.8955,0.0031,1.6938,crossroad
001209.png,-0.3058,-0.8959,0.0031,1.6877,crossroad
001210.png,-0.3058,-0.8963,0.0031,1.6816,crossroad
001211.png,-0.3057,-0.8967,0.0031,1.6755,crossroad
001212.png,-0.3057,-0.8972,0.0031,1.6694,crossroad
001213.png,-0.3057,-0.8977,0.0031,1.662,crossroad
001214.png,-0.3056,-0.8981,0.0031,1.6559,crossroad
001215.png,-0.3056,-0.8985,0.0031,1.6498,crossroad
001216.png,-0.3056,-0.8989,0.0031,1.6437,crossroad
001217.png,-0.3055,-0.8993,0.0031,1.6376,crossroad
001218.png,-0.3055,-0.8998,0.0031,1.6315,crossroad
001219.png,-0.3055,-0.9002,0.0031,1.6254,crossroad
001220.png,-0.3054,-0.9006,0.0031,1.6193,crossroad
001221.png,-0.3054,-0.901,0.0031,1.6132,crossroad
001222.png,-0.3054,-0.9014,0.0031,1.6071,crossroad
001223.png,-0.3054,-0.902,0.0031,1.5997,crossroad
001224.png,-0.3054,-0.9024,0.0031,1.5936,crossroad
001225.png,-0.3054,-0.9028,0.0031,1.5875,crossroad
001226.png,-0.3054,-0.9032,0.0031,1.5814,crossroad
001227.png,-0.3054,-0.9036,0.0031,1.5753,crossroad
001228.png,-0.3054,-0.9041,0.0031,1.5692,crossroad
001229.png,-0.3054,-0.9045,0.0031,1.5631,crossroad
001230.png,-0.3054,-0.9049,0.0031,1.557,crossroad
001231.png,-0.3054,-0.905,0.0031,1.5527,crossroad
001232.png,-0.3053,-0.9026,0.0031,1.5583,crossroad
001233.png,-0.3053,-0.8948,0.0031,1.5742,crossroad
001234.png,-0.3055,-0.8757,0.0031,1.5895,crossroad
001235.png,-0.3121,-0.3256,0.0031,1.562,crossroad
001236.png,-0.3121,-0.3231,0.0031,1.5596,crossroad
001237.png,-0.3121,-0.3207,0.0031,1.5572,crossroad
001238.png,-0.3121,-0.3182,0.0031,1.5548,crossroad
001239.png,-0.312,-0.3157,0.0031,1.5524,crossroad
001240.png,-0.312,-0.3132,0.0031,1.55,crossroad
001241.png,-0.3119,-0.3102,0.0031,1.5472,crossroad
001242.png,-0.3118,-0.3077,0.0031,1.5448,crossroad
001243.png,-0.3118,-0.3057,0.0031,1.5429,crossroad
001244.png,-0.3118,-0.3057,0.0031,1.5429,crossroad
001245.png,-0.3118,-0.3057,0.0031,1.5429,crossroad
001246.png,-0.3118,-0.3057,0.0031,1.5429,crossroad
001247.png,-0.3118,-0.3057,0.0031,1.5428,crossroad
001248.png,-0.3118,-0.3069,0.0031,1.544,crossroad
001249.png,-0.312,-0.3121,0.0031,1.5454,crossroad
001250.png,-0.3123,-0.325,0.0031,1.5477,crossroad
001251.png,-0.3121,-0.3062,0.0031,1.5631,crossroad
001252.png,-0.3119,-0.2733,0.0031,1.5684,crossroad
001253.png,-0.3099,-0.2943,0.0031,1.5857,crossroad
001254.png,-0.2879,0.8774,0.0031,2.6227,crossroad
001255.png,-0.3293,0.9008,0.0031,2.6336,crossroad
001256.png,-0.302,0.8864,0.0031,2.6498,crossroad
001257.png,-0.2822,0.8804,0.0031,2.5256,crossroad
001258.png,-0.2953,0.8898,0.0031,2.5259,crossroad
001259.png,-0.3105,0.9005,0.0031,2.5259,crossroad
001260.png,-0.3263,0.9119,0.0031,2.5333,crossroad
001261.png,-0.314,0.9033,0.0031,2.5288,crossroad
001262.png,-0.2994,0.893,0.0031,2.5263,crossroad
001263.png,-0.2991,0.8928,0.0031,2.5255,crossroad
001264.png,-0.2988,0.8925,0.0031,2.5247,crossroad
001265.png,-0.2985,0.8923,0.0031,2.524,crossroad
001266.png,-0.2982,0.8921,0.0031,2.5232,crossroad
001267.png,-0.2979,0.8919,0.0031,2.5224,crossroad
001268.png,-0.2975,0.8917,0.0031,2.5215,crossroad
001269.png,-0.2972,0.8915,0.0031,2.5207,crossroad
001270.png,-0.2969,0.8912,0.0031,2.5199,crossroad
001271.png,-0.2966,0.891,0.0031,2.5191,crossroad
001272.png,-0.2963,0.8908,0.0031,2.5183,crossroad
001273.png,-0.296,0.8906,0.0031,2.5175,crossroad
001274.png,-0.2957,0.8904,0.0031,2.5167,crossroad
001275.png,-0.2954,0.8902,0.0031,2.516,crossroad
001276.png,-0.2951,0.8899,0.0031,2.514,crossroad
001277.png,-0.2946,0.8896,0.0031,2.5081,crossroad
001278.png,-0.2944,0.8894,0.0031,2.488,crossroad
001279.png,-0.2952,0.8901,0.0031,2.4353,crossroad
001280.png,-0.2967,0.8914,0.0031,2.3179,crossroad
001281.png,-0.2975,0.8924,0.0031,2.1177,crossroad
001282.png,-0.2979,0.8933,0.0031,1.8569,crossroad
001283.png,-0.2981,0.8944,0.0031,1.5588,crossroad
001284.png,-0.2979,0.8957,0.0031,1.243,crossroad
001285.png,-0.2973,0.8969,0.0031,0.9263,crossroad
001286.png,-0.2968,0.8975,0.0031,0.6156,crossroad
001287.png,-0.2963,0.8977,0.0031,0.3139,crossroad
001288.png,-0.2962,0.8977,0.0031,-0.0334,crossroad
001289.png,-0.2963,0.8978,0.0031,-0.3076,crossroad
001290.png,-0.2969,0.898,0.0031,-0.5762,crossroad
001291.png,-0.2978,0.8987,0.0031,-0.8403,crossroad
001292.png,-0.2985,0.8997,0.0031,-1.1042,crossroad
001293.png,-0.2988,0.9006,0.0031,-1.3712,crossroad
001294.png,-0.2989,0.9009,0.0031,-1.6435,crossroad
001295.png,-0.2988,0.9011,0.0031,-1.9157,crossroad
001296.png,-0.2987,0.9013,0.0031,-2.1873,crossroad
001297.png,-0.298,0.902,0.0031,-2.458,crossroad
001298.png,-0.2968,0.9028,0.0031,-2.7803,crossroad
001299.png,-0.2962,0.903,0.0031,-3.0445,crossroad
001300.png,-0.2958,0.903,0.0031,2.9772,crossroad
001301.png,-0.2959,0.903,0.0031,2.7169,crossroad
001302.png,-0.2961,0.9032,0.0031,2.4543,crossroad
001303.png,-0.2966,0.9036,0.0031,2.1875,crossroad
001304.png,-0.2967,0.9038,0.0031,1.9208,crossroad
001305.png,-0.2966,0.9035,0.0031,1.6545,crossroad
001306.png,-0.2967,0.9035,0.0031,1.3854,crossroad
001307.png,-0.2966,0.9037,0.0031,1.117,crossroad
001308.png,-0.2961,0.9044,0.0031,0.8002,crossroad
001309.png,-0.2956,0.9048,0.0031,0.5391,crossroad
001310.png,-0.2952,0.905,0.0031,0.275,crossroad
001311.png,-0.2951,0.905,0.0031,0.0093,crossroad
001312.png,-0.2945,0.905,0.0031,-0.2552,crossroad
001313.png,-0.2938,0.9047,0.0031,-0.5214,crossroad
001314.png,-0.2936,0.9045,0.0031,-0.7878,crossroad
001315.png,-0.2933,0.9041,0.0031,-1.0541,crossroad
001316.png,-0.293,0.9034,0.0031,-1.3207,crossroad
001317.png,-0.2928,0.9024,0.0031,-1.5867,crossroad
001318.png,-0.293,0.901,0.0031,-1.9077,crossroad
001319.png,-0.2933,0.9003,0.0031,-2.1763,crossroad
001320.png,-0.294,0.8996,0.0031,-2.4431,crossroad
001321.png,-0.2942,0.8994,0.0031,-2.7104,crossroad
001322.png,-0.2946,0.8993,0.0031,-2.9783,crossroad
001323.png,-0.2947,0.8993,0.0031,3.0375,crossroad
001324.png,-0.2948,0.8993,0.0031,2.7738,crossroad
001325.png,-0.2952,0.8995,0.0031,2.5111,crossroad
001326.png,-0.295,0.8993,0.0031,2.2482,crossroad
001327.png,-0.2945,0.8985,0.0031,1.9839,crossroad
001328.png,-0.2945,0.8985,0.0031,1.667,crossroad
001329.png,-0.2945,0.8989,0.0031,1.4042,crossroad
001330.png,-0.2944,0.8993,0.0031,1.1429,crossroad
001331.png,-0.2943,0.8995,0.0031,0.8792,crossroad
001332.png,-0.2937,0.9,0.0031,0.6171,crossroad
